Dialogue ID,Chapter ID,Place ID,Character ID,Dialogue,Chapter Name,Movie ID,Movie Chapter,Movie Title,Release Year,Runtime,Budget,Box Office,Place Name,Place Category,Character Name,Species,Gender,House,Patronus,Wand (Wood),Wand (Core),spells_found,first_spell_found,Spell ID,Incantation,Spell Name,Effect,Light,spell,other_sentiment,joy,sadness,anger,surprise,disgust,fear,K-Means_Cluster
356,15,52,138,"Good job, Harry!",New Seeker,1,15,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Quidditch Training Pitch,Hogwarts,Boy,,,,,,,[],,,,,,,,0.0202604830265045,0.9708875417709352,0.0014802247751504,0.0026695916894823,0.0019718764815479,0.0013702326687052,0.0013601821847259,5
357,15,52,163,"Oh, that was wicked, Harry.",New Seeker,1,15,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Quidditch Training Pitch,Hogwarts,Boy 2,,,,,,,[],,,,,,,,0.375582218170166,0.0036108656786382,0.0023387321271002,0.0096794385462999,0.0079212887212634,0.5855751037597656,0.0152924163267016,1
358,15,52,7,Harry Potter?  Follow me.,New Seeker,1,15,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Quidditch Training Pitch,Hogwarts,Minerva McGonagall,Human,Female,Gryffindor,Cat,Fir,Dragon Heartstring,[],,,,,,,,0.8955811858177185,0.0920303761959075,0.002011280041188,0.0026285692583769,0.0035230526700615,0.00196822010912,0.0022572104353457,0
359,15,30,41,An iguana s-such as this is...,New Seeker,1,15,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Defense Against the Dark Arts Classroom,Hogwarts,Quirinus Quirrell,Human,Male,Ravenclaw,,Alder,Unicorn Hair,[],,,,,,,,0.977106750011444,0.007474947720766,0.0019377539865672,0.0022171081509441,0.0028582524973899,0.0050960932858288,0.0033089974895119,0
360,15,30,7,You wait here.,New Seeker,1,15,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Defense Against the Dark Arts Classroom,Hogwarts,Minerva McGonagall,Human,Female,Gryffindor,Cat,Fir,Dragon Heartstring,[],,,,,,,,0.9383487701416016,0.0117236161604523,0.007473160047084,0.0060611334629356,0.0106246378272771,0.0179748237133026,0.0077938353642821,0
361,15,30,41,... an essential in-gredient.,New Seeker,1,15,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Defense Against the Dark Arts Classroom,Hogwarts,Quirinus Quirrell,Human,Male,Ravenclaw,,Alder,Unicorn Hair,[],,,,,,,,0.975254774093628,0.0080990986898541,0.0024895572569221,0.0024571104440838,0.0021743243560194,0.0066963518038392,0.0028288047760725,0
362,15,30,7,"Professor Quirrell, excuse me, excuse me. Could I borrow Wood for a moment, please?",New Seeker,1,15,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Defense Against the Dark Arts Classroom,Hogwarts,Minerva McGonagall,Human,Female,Gryffindor,Cat,Fir,Dragon Heartstring,[],,,,,,,,0.9749184846878052,0.0123592391610145,0.0019423601916059,0.0014729640679433,0.0033145879860967,0.003894095076248,0.0020982990972697,0
363,15,30,41,"Oh. Y-yes, of course.  And the vampire b-bat...",New Seeker,1,15,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Defense Against the Dark Arts Classroom,Hogwarts,Quirinus Quirrell,Human,Male,Ravenclaw,,Alder,Unicorn Hair,[],,,,,,,,0.9700500965118408,0.0171535424888134,0.0009414958185516,0.0024707734119147,0.0041954843327403,0.0033688622061163,0.0018197009339928,0
364,15,30,7,"Potter, this is Oliver Wood. Wood, I have found you a Seeker!",New Seeker,1,15,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Defense Against the Dark Arts Classroom,Hogwarts,Minerva McGonagall,Human,Female,Gryffindor,Cat,Fir,Dragon Heartstring,[],,,,,,,,0.5783023238182068,0.3952244818210602,0.0012143233325332,0.0036661871708929,0.0183645095676183,0.0016005010111257,0.0016277297399938,0
365,15,63,47,Have you heard? Harry Potter's the new Gryffindor Seeker. I always knew he'd do well.,New Seeker,1,15,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Trophy Room,Hogwarts,Nearly Headless Nick,Ghost,Human,Gryffindor,,,,[],,,,,,,,0.1929263025522232,0.7613134980201721,0.0010274233063682,0.003244595369324,0.0387381054461002,0.0013762761373072,0.0013736503897234,5
366,15,63,2,Seeker? But first years never make their house teams! You must be the youngest Quidditch player in...,New Seeker,1,15,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Trophy Room,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,[],,,,,,,,0.8046021461486816,0.0073999324813485,0.0017035902710631,0.0048039993271231,0.0060673709958791,0.172193557024002,0.0032295368146151,0
367,15,63,1,"A century, according to McGonagall.",New Seeker,1,15,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Trophy Room,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,[],,,,,,,,0.9721646904945374,0.0065287654288113,0.00172583933454,0.0025891650002449,0.002745063509792,0.0125906346365809,0.0016557970084249,0
368,15,63,14,"Hey, well done, Harry, Wood's just told us!",New Seeker,1,15,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Trophy Room,Hogwarts,Fred Weasley,Human,Male,Gryffindor,,,,[],,,,,,,,0.0316331274807453,0.9601438641548156,0.001108253840357,0.0022996009793132,0.0022595636546611,0.0014779240591451,0.001077746390365,5
369,15,63,2,"Fred and George are on the team, too. Beaters.",New Seeker,1,15,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Trophy Room,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,[],,,,,,,,0.9796295762062072,0.008825802244246,0.0011919492390006,0.0019173547625541,0.0028082130011171,0.0039859218522906,0.0016411441611126,0
370,15,63,19,"Our job is to make sure that you don't get bloodied up too bad. Can't make any promises, of course. Rough game, Quidditch.",New Seeker,1,15,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Trophy Room,Hogwarts,George Weasley,Human,Male,Gryffindor,,,,[],,,,,,,,0.9243409633636476,0.0122083472087979,0.0055547449737787,0.0020011474844068,0.0027242712676525,0.0046892999671399,0.0484811477363109,0
371,15,63,14,Brutal. But no one's died in years. Someone will vanish occasionally...,New Seeker,1,15,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Trophy Room,Hogwarts,Fred Weasley,Human,Male,Gryffindor,,,,[],,,,,,,,0.7160671949386597,0.0137760639190673,0.2461104989051818,0.0035822398494929,0.0037530218251049,0.0115599343553185,0.0051510538905858,0
372,15,63,19,But they'll turn up in a month or two!,New Seeker,1,15,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Trophy Room,Hogwarts,George Weasley,Human,Male,Gryffindor,,,,[],,,,,,,,0.0701970160007476,0.918449878692627,0.0024142239708453,0.0036188159137964,0.0022039075847715,0.0016217353986576,0.0014945314032956,5
373,15,63,2,"Oh, go on, Harry, Quidditch is great. Best game there is! And you'll be great, too!",New Seeker,1,15,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Trophy Room,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,[],,,,,,,,0.013477386906743,0.97724050283432,0.0018285997211933,0.0024689072743058,0.0020788789261132,0.0014961427077651,0.0014094832586124,5
374,15,63,1,But I've never even played Quidditch. What if I make a fool of myself?,New Seeker,1,15,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Trophy Room,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,[],,,,,,,,0.9606800079345704,0.0067327572032809,0.0016021749470382,0.0012085163034498,0.0055608293041586,0.0167179256677627,0.0074977898038923,0
375,15,63,3,You won't make a fool of yourself. It's in your blood.,New Seeker,1,15,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Trophy Room,Hogwarts,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,[],,,,,,,,0.4547041654586792,0.0045010461471974,0.0046516177244484,0.0058479383587837,0.0035736549180001,0.5116316080093384,0.0150900119915604,1
376,15,63,2,"Whoa. Harry, you never told me your father was a Seeker, too.",New Seeker,1,15,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Trophy Room,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,[],,,,,,,,0.9271506667137146,0.0058577856980264,0.0023003255482763,0.0058695655316114,0.0323687456548213,0.0228478293865919,0.0036050071939826,0
377,15,63,1,I-I didn't know.,New Seeker,1,15,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Trophy Room,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,[],,,,,,,,0.9557868838310242,0.0095696207135915,0.003071361221373,0.0048556611873209,0.0112001039087772,0.0106948772445321,0.0048216916620731,0
378,16,59,2,"I'm telling you, it's spooky. She knows more about you than you do.",Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,[],,,,,,,,0.814497709274292,0.0258753281086683,0.0016628376906737,0.0044300300069153,0.0247648824006319,0.0043923389166593,0.1243769153952598,0
379,16,59,1,Who doesn't?,Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,[],,,,,,,,0.9332019090652466,0.0066340072080492,0.0022499130573123,0.0092861205339431,0.0076463893055915,0.0346819497644901,0.0062998211942613,0
380,16,59,2,Ahh!,Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,[],,,,,,,,0.1982724815607071,0.0467417426407337,0.002281371736899,0.0091032609343528,0.7369782328605652,0.0030620323959738,0.0035609127953648,1
381,16,59,1,What's happening?,Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,[],,,,,,,,0.7660936713218689,0.0396860316395759,0.0065844431519508,0.0064263446256518,0.0550931170582771,0.0072623514570295,0.1188539490103721,0
382,16,59,3,"The staircases change, remember?",Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,[],,,,,,,,0.9510663747787476,0.0056795231066644,0.0040619927458465,0.0066455090418457,0.0026888397987931,0.0252599343657493,0.0045976834371685,0
383,16,59,1,Let's go this way.,Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,[],,,,,,,,0.9608808755874634,0.0256230719387531,0.0011600884608924,0.0022037413436919,0.0034197228960692,0.0024546955246478,0.0042576841078698,0
384,16,59,2,Before the staircase moves again.,Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,[],,,,,,,,0.9722142815589904,0.0094940355047583,0.0034132436849176,0.002955071395263,0.0039139431901276,0.0042283409275114,0.0037810485810041,0
385,16,59,1,Does anyone feel like...we shouldn't be here?,Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,[],,,,,,,,0.9396392703056335,0.0053473254665732,0.0145323006436228,0.0018841442652046,0.0027624471113085,0.032061293721199,0.0037731574848294,0
386,16,59,3,We're not supposed to be here. This is the 3rd floor. It's forbidden.,Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,[],,,,,,,,0.9673004150390624,0.005407141521573,0.0027417060919106,0.003408508375287,0.0026448718272149,0.0086973384022712,0.0097999619320034,0
387,16,59,1,Let's go.,Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,[],,,,,,,,0.2199865579605102,0.7454186677932739,0.0014871367020532,0.0183326732367277,0.0094794109463691,0.0027432802598923,0.0025521945208311,5
388,16,59,2,It's Filch's cat!,Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,[],,,,,,,,0.8381898403167725,0.131188154220581,0.0009508868679404,0.0098770949989557,0.0140423122793436,0.003688853001222,0.0020628552883863,0
389,16,59,1,Run!,Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,[],,,,,,,,0.9457435607910156,0.0154719501733779,0.0016044286312535,0.0116674806922674,0.0125770289450883,0.010161773301661,0.0027738793287426,0
390,16,59,1,Quick! Let's hide though that door!,Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,[],,,,,,,,0.9333622455596924,0.0113816587254405,0.0011581153376027,0.0184434335678815,0.0062048649415373,0.0123535832390189,0.0170960593968629,0
391,16,59,1,It's locked!,Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,[],,,,,,,,0.953381359577179,0.010531835258007,0.0036582686007022,0.0093273166567087,0.0089654261246323,0.0093518737703561,0.0047840508632361,0
392,16,59,2,"That's it, we're done for!",Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,[],,,,,,,,0.6079058647155762,0.3761151432991028,0.0023219212889671,0.0034946985542774,0.006666381843388,0.0020918527152389,0.0014040706446394,0
393,16,59,3,"Oh, move over!  Alohomora.  Get in.",Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,['alohomora'],alohomora,4.0,Alohomora,Unlocking Charm,Unlocks target,Blue,alohomora,0.0301787834614515,0.0048467377200722,0.0013384856283664,0.9388552904129028,0.0031612266320735,0.0197579078376293,0.0018615786684677,4
394,16,59,2,Alohomora?,Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,['alohomora'],alohomora,4.0,Alohomora,Unlocking Charm,Unlocks target,Blue,alohomora,0.955353021621704,0.0070416242815554,0.0035149124450981,0.0061184642836451,0.0050689419731497,0.0180263966321945,0.0048766136169433,0
395,16,59,3,"Standard book of spells, Chapter 7.",Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,[],,,,,,,,0.97477787733078,0.0135698299854993,0.0017332745483145,0.0016904659569263,0.0037329420447349,0.0026278381701558,0.0018678555497899,0
396,16,59,35,"Anyone here, my sweet?  Come on.",Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,Argus Filch,Human,Male,,,,,[],,,,,,,,0.97295480966568,0.008447459898889,0.0012774943606927,0.0018838488031178,0.0066166380420327,0.0057962778955698,0.0030235811136662,0
397,16,59,3,Filch is gone.,Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,[],,,,,,,,0.1832250952720642,0.80577152967453,0.0011663945624604,0.0036081343423575,0.0022626840509474,0.0019531124271452,0.0020130660850554,5
398,16,59,2,Probably thinks this door's locked.,Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,[],,,,,,,,0.9181596040725708,0.0055792983621358,0.0065958960913121,0.0035013488959521,0.0020530582405626,0.0459364913403987,0.0181744471192359,0
399,16,59,3,It was locked.,Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,[],,,,,,,,0.9328242540359496,0.010206364095211,0.0209835804998874,0.0048324917443096,0.0046269041486084,0.012552342377603,0.0139741273596882,0
400,16,59,1,And for good reason.,Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,[],,,,,,,,0.9497444033622742,0.0383166447281837,0.0030014517251402,0.0016424742061644,0.0024131033569574,0.0023761799093335,0.0025057413149625,0
401,16,59,136,AHHHHHHH!,Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,All,,,,,,,[],,,,,,,,0.1825799793004989,0.0531961731612682,0.001971500692889,0.009780996479094,0.7465595006942749,0.0031741184648126,0.0027377307415008,1
402,16,59,2,What do they think they're doing?? Keeping a thing like that locked up in a school.,Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,[],,,,,,,,0.0370205007493495,0.0012205762322992,0.0010589692974463,0.0462068393826484,0.0020568142645061,0.909598171710968,0.0028380600269883,1
403,16,59,3,"You don't use your eyes, do you? Didn't you see what it was standing on?",Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,[],,,,,,,,0.0310075134038925,0.001091981655918,0.001701857894659,0.0356528833508491,0.0138639230281114,0.912967562675476,0.003714277409017,1
404,16,59,2,"I wasn't looking at its feet! I was a bit preoccupied with its heads. Or maybe you didn't notice, there were three!",Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,[],,,,,,,,0.784464418888092,0.0193794723600149,0.0032377771567553,0.0033478266559541,0.172190859913826,0.0040663294494152,0.0133133437484502,0
405,16,59,3,It was standing on a trap door. Which means it wasn't there by accident. It's guarding something.,Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,[],,,,,,,,0.9494088292121888,0.012244357727468,0.0034248882438987,0.0020628508646041,0.0033030330669134,0.0031695421785116,0.0263865236192941,0
406,16,59,1,Guarding something?,Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,[],,,,,,,,0.969063937664032,0.007292310707271,0.0026463591493666,0.0031191250309348,0.0040118535980582,0.0084419213235378,0.0054245186038315,0
407,16,59,3,"That's right. Now, if you two don't mind, I'm going to bed before either of you come up with another clever idea to get us killed... or worse, expelled!",Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,[],,,,,,,,0.8833501935005188,0.0290849655866622,0.0005706002702936,0.0512916333973407,0.0057763694785535,0.0166239198297262,0.0133022516965866,0
408,16,59,2,She needs to sort out her priorities!,Three-Headed Sentinel,1,16,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Third-floor Corridor,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,[],,,,,,,,0.0048414748162031,0.0006225748802535,0.0045588775537908,0.0113000432029366,0.0019371707458049,0.9734058380126952,0.0033340593799948,1
409,17,52,46,"Quidditch is easy enough to understand. Each time has seven players, 3 chasers, 2 beaters, 1 keeper and a seeker. That's you. There are three kinds of balls.  This one's called the Quaffle. Now, the chasers handle the Quaffle and try to put it through one of those three hoops.  The keeper, that's me, defends the hoops.  With me so far?",Facts and Feathers,1,17,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Quidditch Training Pitch,Hogwarts,Oliver Wood,Human,Male,Gryffindor,,,,[],,,,,,,,0.980935037136078,0.0074144876562058,0.001062742434442,0.0017550870543345,0.0021721555385738,0.0038353896234184,0.0028250142931938,0
410,17,52,1,I think so. What are those?,Facts and Feathers,1,17,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Quidditch Training Pitch,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,[],,,,,,,,0.9755812883377076,0.0071738502010703,0.0016493184957653,0.0028780193533748,0.0037662724498659,0.0066585349850356,0.0022926358506083,0
411,17,52,46,"You better take this.  Careful now, it's comin' back.  Eh, not bad, Potter, you'd make a fair beater... Uh-oh.",Facts and Feathers,1,17,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Quidditch Training Pitch,Hogwarts,Oliver Wood,Human,Male,Gryffindor,,,,[],,,,,,,,0.9673205614089966,0.0140089206397533,0.0006396125536412,0.0026486250571906,0.0035805336665362,0.0035918129142373,0.0082100313156843,0
412,17,52,1,What is that?,Facts and Feathers,1,17,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Quidditch Training Pitch,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,[],,,,,,,,0.9375148415565492,0.0091354064643383,0.0019632403273135,0.00651302235201,0.0259016957134008,0.0093467188999056,0.0096249943599104,0
413,17,52,46,"Bludger. Nasty little buggers. But you are the seeker, and the only thing I want you to worry about is this... the Golden Snitch.",Facts and Feathers,1,17,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Quidditch Training Pitch,Hogwarts,Oliver Wood,Human,Male,Gryffindor,,,,[],,,,,,,,0.5057467818260193,0.0066837375052273,0.0021940297447144,0.0171899124979972,0.0023893259931355,0.4581332802772522,0.007662960793823,1
414,17,52,1,I like this ball.,Facts and Feathers,1,17,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Quidditch Training Pitch,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,[],,,,,,,,0.4881359040737152,0.4964208602905273,0.0010517364135012,0.003044205950573,0.0071632345207035,0.0019566579721868,0.0022273629438132,5
415,17,52,46,"Ah, you like it now. Just wait. It's wicked fast and damn near impossible to see.",Facts and Feathers,1,17,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Quidditch Training Pitch,Hogwarts,Oliver Wood,Human,Male,Gryffindor,,,,[],,,,,,,,0.9737911820411682,0.0073521104641258,0.0008433742332272,0.0019140497315675,0.0081308102235198,0.0043915063142776,0.0035770770628005,0
416,17,52,1,What do I do with it?,Facts and Feathers,1,17,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Quidditch Training Pitch,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,[],,,,,,,,0.5453717112541199,0.0145319802686572,0.0190858393907547,0.0062405942007899,0.0451570339500904,0.0073959911242127,0.3622168898582458,0
417,17,52,46,"You catch it... before the other team's seeker. You catch this, the game is over. You catch this, Potter, and we win.",Facts and Feathers,1,17,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Quidditch Training Pitch,Hogwarts,Oliver Wood,Human,Male,Gryffindor,,,,[],,,,,,,,0.9736552834510804,0.0084857614710927,0.0008290176629088,0.0036650570109486,0.004272281192243,0.0051951231434941,0.0038974853232502,0
418,17,52,1,Whoa.,Facts and Feathers,1,17,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Quidditch Training Pitch,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,[],,,,,,,,0.553709864616394,0.0150290420278906,0.0054127993062138,0.0130640696734189,0.380332887172699,0.0203612819314003,0.0120900170877575,0
419,17,26,59,"One of a wizard's most rudimentary skills is levitation the ability to make objects fly. Uh, do you all have your feathers?  Good. Now, uh, don't forget the nice wrist movement we've been practicing, hmm? The swish and flick. Everyone.",Facts and Feathers,1,17,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Charms Classroom,Hogwarts,Filius Flitwick,Human (Part-Goblin),Male,Ravenclaw,,,,[],,,,,,,,0.963386595249176,0.0216915309429168,0.0004687245527748,0.0019589667208492,0.0078243259340524,0.0028341060969978,0.0018356654327362,0
420,17,26,136,The swish and flick.,Facts and Feathers,1,17,Harry Potter and the Philosopher's Stone,2001,152,"$125,000,000 ","$1,002,000,000 ",Charms Classroom,Hogwarts,All,,,,,,,[],,,,,,,,0.9647549390792848,0.012396608479321,0.0011997503461316,0.002699990523979,0.0115291252732276,0.0048220590688288,0.0025974791496992,0
